,film_id,film_title,film_category,inventory_count,film_total_rental,film_total_rental_revenue,film_last_rental_date,avg_rental_duration,avg_revenue_per_rental,customer_id,full_name,country,city,total_amount_spent,total_rental,first_rental_date,recent_rental_date,rental_month,total_rental_revenue,unique_customers,category,time_gap
10,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,63,Ashley Richardson,United States,Lincoln,112.75,25,2005-06-16 21:30:34,2005-08-22 17:30:25,3,112.75,1,Documentary,66
11,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,113,Cindy Fisher,Venezuela,Cuman,111.73,27,2005-06-17 16:46:11,2005-08-23 13:18:16,3,111.73,1,Documentary,66
12,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,173,Audrey Ray,Austria,Graz,111.73,27,2005-06-15 01:04:07,2005-08-23 21:10:24,3,111.73,1,Documentary,69
13,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,595,Terrence Gunderson,China,Jinzhou,110.71,29,2005-06-14 23:47:35,2005-08-23 21:26:35,3,110.71,1,Documentary,69
14,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,427,Jesus Mccartney,Brazil,Guaruj,107.77,23,2005-06-15 12:26:21,2005-08-22 20:35:30,3,107.77,1,Documentary,68
15,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,157,Darlene Rose,North Korea,Pyongyang,107.71,29,2005-06-18 11:30:56,2005-08-22 07:04:25,3,107.71,1,Documentary,64
16,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,160,Erin Dunn,Russian Federation,Ljubertsy,106.73,27,2005-06-18 09:03:19,2005-08-23 21:49:33,3,106.73,1,Documentary,66
17,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,96,Diana Alexander,United States,Augusta-Richmond County,105.73,27,2005-06-15 07:11:39,2005-08-23 20:24:36,3,105.73,1,Documentary,69
18,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,587,Sergio Stanfield,Mexico,Celaya,102.76,24,2005-06-15 11:29:17,2006-02-14 15:16:03,4,102.76,1,Documentary,244
19,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,405,Leonard Schofield,Argentina,Tandil,101.7,30,2005-06-15 10:23:08,2006-02-14 15:16:03,4,101.7,1,Documentary,244
20,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,269,Cassandra Walters,United States,Salinas,96.79,21,2005-07-07 07:20:29,2006-02-14 15:16:03,3,96.79,1,Documentary,222
21,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,180,Stacy Cunningham,Colombia,Pereira,95.78,22,2005-06-19 13:31:52,2006-02-14 15:16:03,4,95.78,1,Documentary,240
22,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,276,Brandy Graves,United States,Warren,94.77,23,2005-07-06 10:51:28,2005-08-23 18:08:19,2,94.77,1,Documentary,48
23,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,10,Dorothy Taylor,Iran,Esfahan,94.76,24,2005-06-16 20:21:53,2005-08-22 21:59:29,3,94.76,1,Documentary,67
24,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,570,Ivan Cromwell,Mexico,Monclova,91.75,25,2005-06-15 06:37:55,2006-02-14 15:16:03,4,91.75,1,Documentary,244
25,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,64,Judith Cox,China,Daxian,91.7,30,2005-06-15 11:51:30,2006-02-14 15:16:03,4,91.7,1,Documentary,244
26,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,208,Lucy Wheeler,India,Balurghat,86.75,25,2005-06-16 20:36:00,2006-02-14 15:16:03,4,86.75,1,Documentary,242
27,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,455,Jon Wiles,Bolivia,El Alto,85.78,22,2005-06-15 15:18:08,2005-08-23 02:25:09,3,85.78,1,Documentary,68
28,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,382,Victor Barkley,United States,Manchester,85.78,22,2005-06-18 15:27:47,2005-08-23 18:44:21,3,85.78,1,Documentary,66
29,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,359,Willie Markham,Argentina,Almirante Brown,85.78,22,2005-06-15 11:25:06,2006-02-14 15:16:03,4,85.78,1,Documentary,244
30,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,143,Leslie Gordon,Turkey,Kilis,83.8,20,2005-06-17 04:28:11,2005-08-23 21:54:02,3,83.8,1,Documentary,67
31,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,311,Paul Trout,Russian Federation,Kursk,80.85,15,2005-07-08 18:09:08,2005-08-23 21:34:33,2,80.85,1,Documentary,46
32,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,287,Becky Miles,India,Tambaram,80.78,22,2005-07-08 19:31:02,2006-02-14 15:16:03,3,80.78,1,Documentary,220
33,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,227,Colleen Burton,Germany,Saarbrcken,78.78,22,2005-06-16 11:11:01,2006-02-14 15:16:03,4,78.78,1,Documentary,243
34,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,243,Lydia Burke,Argentina,San Miguel de Tucumn,77.77,23,2005-06-15 16:41:26,2005-08-21 21:02:55,3,77.77,1,Documentary,67
35,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,327,Larry Thrasher,Turkey,Adana,74.81,19,2005-07-07 23:08:22,2006-02-14 15:16:03,3,74.81,1,Documentary,221
36,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,142,April Burns,United Kingdom,Dundee,74.77,23,2005-06-15 07:29:30,2006-02-14 15:16:03,4,74.77,1,Documentary,244
37,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,428,Herbert Kruger,Russian Federation,Syktyvkar,73.81,19,2005-06-15 03:50:03,2005-08-17 00:40:03,3,73.81,1,Documentary,62
38,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,191,Jeanette Greene,Russian Federation,Novoterkassk,66.82,18,2005-06-14 23:54:46,2006-02-14 15:16:03,4,66.82,1,Documentary,244
39,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,568,Alberto Henning,Venezuela,Barcelona,66.79,21,2005-06-16 10:07:10,2006-02-14 15:16:03,4,66.79,1,Documentary,243
40,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,272,Kay Caldwell,China,Yantai,65.87,13,2005-07-09 03:44:15,2005-08-20 16:07:55,2,65.87,1,Documentary,42
41,1,Academy Dinosaur,Documentary,7,21,33.79,2005-08-23 01:01:01,6.0,1.609047619047619,124,Sheila Wells,Turkey,Ktahya,57.86,14,2005-06-18 11:00:05,2005-08-23 21:45:02,3,57.86,1,Documentary,66
42,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,122,Thelma Murray,Peru,Lima,120.7,30,2005-06-15 03:01:20,2005-08-21 19:51:09,3,120.7,1,Horror,67
43,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,345,Carl Artis,Paraguay,San Lorenzo,104.79,21,2005-06-15 02:57:51,2005-08-23 04:28:25,3,104.79,1,Horror,69
44,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,493,Brent Harkins,Turkey,Sultanbeyli,104.78,22,2005-06-17 19:41:42,2006-02-14 15:16:03,4,104.78,1,Horror,241
45,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,593,Rene Mcalister,United States,Garden Grove,101.76,24,2005-06-17 15:27:03,2005-08-21 19:35:59,3,101.76,1,Horror,65
46,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,563,Ken Prewitt,Romania,Bucuresti,99.73,27,2005-06-16 01:31:23,2005-08-23 15:45:42,3,99.73,1,Horror,68
47,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,106,Connie Wallace,Russian Federation,Ivanovo,95.79,21,2005-06-18 07:56:18,2005-08-22 14:27:37,3,95.79,1,Horror,65
48,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,81,Andrea Henderson,Madagascar,Mahajanga,92.79,21,2005-06-19 14:26:09,2005-08-23 16:45:28,3,92.79,1,Horror,65
49,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,507,Edgar Rhoads,Turkey,Eskisehir,89.77,23,2005-06-15 10:06:15,2005-08-22 23:04:21,3,89.77,1,Horror,68
50,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,156,Bertha Ferguson,Nigeria,Ondo,89.77,23,2005-06-17 17:45:09,2005-08-22 23:26:32,3,89.77,1,Horror,66
51,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,542,Lonnie Tirado,Indonesia,Pangkal Pinang,84.84,16,2005-06-19 07:16:20,2005-08-22 07:20:55,3,84.84,1,Horror,64
52,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,4,Barbara Jones,Myanmar,Myingyan,81.78,22,2005-06-15 09:31:28,2005-08-23 07:43:00,3,81.78,1,Horror,68
53,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,449,Oscar Aquino,Iran,Sirjan,80.83,17,2005-06-15 09:17:20,2005-08-22 06:37:43,3,80.83,1,Horror,67
54,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,205,Eileen Carr,Paraguay,Ciudad del Este,80.82,18,2005-06-15 04:49:08,2005-08-22 23:54:14,3,80.82,1,Horror,68
55,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,290,Kristina Chambers,Venezuela,Valle de la Pascua,80.78,22,2005-07-07 02:57:59,2005-08-20 08:57:51,2,80.78,1,Horror,44
56,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,134,Emma Boyd,Egypt,Qalyub,77.81,19,2005-06-16 07:08:38,2005-08-23 19:42:46,3,77.81,1,Horror,68
57,2,Ace Goldfinger,Horror,3,7,52.93,2006-02-14 15:16:03,3.0,7.561428571428571,326,Jose Andrew,Saint Vincent and the Grenadines,Kingstown,64.82,18,2005-07-06 18:44:24,2005-08-19 01:38:18,2,64.82,1,Horror,43
116,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,181,Ana Bradley,United States,Memphis,167.67,33,2005-06-16 08:32:36,2006-02-14 15:16:03,4,167.67,1,Family,243
117,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,550,Guy Brownlee,China,Zhoushan,151.69,31,2005-06-15 04:18:37,2006-02-14 15:16:03,4,151.69,1,Family,244
118,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,75,Tammy Sanders,Taiwan,Changhwa,149.61,39,2005-06-17 06:00:23,2006-02-14 15:16:03,4,149.61,1,Family,242
119,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,346,Arthur Simpkins,Russian Federation,Maikop,145.7,30,2005-06-17 11:07:06,2005-08-23 15:15:19,3,145.7,1,Family,67
120,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,439,Alexander Fennell,Italy,Bergamo,137.67,33,2005-06-15 06:59:39,2005-08-23 21:27:35,3,137.67,1,Family,69
121,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,200,Jeanne Lawson,Turkmenistan,Ashgabat,126.74,26,2005-06-15 09:23:59,2006-02-14 15:16:03,4,126.74,1,Family,244
122,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,295,Daisy Bates,Russian Federation,Kolpino,125.72,28,2005-07-05 23:59:15,2006-02-14 15:16:03,3,125.72,1,Family,223
123,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,179,Dana Hart,Russian Federation,Kirovo-Tepetsk,120.74,26,2005-06-15 08:41:13,2005-08-23 20:20:23,3,120.74,1,Family,69
124,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,565,Jaime Nettles,Peru,Hunuco,118.73,27,2005-06-15 20:27:02,2005-08-23 16:50:43,3,118.73,1,Family,68
125,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,49,Joyce Edwards,Saudi Arabia,Jedda,116.76,24,2005-06-14 23:16:26,2005-08-21 20:02:18,3,116.76,1,Family,67
126,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,262,Patsy Davidson,Ecuador,Portoviejo,114.73,27,2005-06-16 02:46:28,2005-08-23 17:57:35,3,114.73,1,Family,68
127,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,32,Amy Lopez,India,Jhansi,112.74,26,2005-06-17 03:53:18,2005-08-21 16:32:32,3,112.74,1,Family,65
128,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,592,Terrance Roush,Hungary,Szkesfehrvr,111.71,29,2005-06-14 23:12:46,2006-02-14 15:16:03,4,111.71,1,Family,244
129,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,213,Gina Williamson,Yemen,Taizz,110.73,27,2005-06-15 21:41:38,2006-02-14 15:16:03,4,110.73,1,Family,243
130,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,343,Douglas Graf,Mexico,Mexicali,106.77,23,2005-06-16 01:42:24,2005-08-23 20:04:41,3,106.77,1,Family,68
131,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,116,Victoria Gibson,Indonesia,Pemalang,106.74,26,2005-06-15 11:36:01,2005-08-22 04:44:09,3,106.74,1,Family,67
132,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,444,Marcus Hidalgo,Estonia,Tartu,105.72,28,2005-06-15 04:53:01,2005-08-23 14:55:47,3,105.72,1,Family,69
133,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,544,Cody Nolen,Brazil,So Bernardo do Campo,92.8,20,2005-06-15 05:33:52,2005-08-23 06:48:47,3,92.8,1,Family,69
134,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,275,Carole Barnett,United States,Peoria,92.75,25,2005-07-07 21:14:19,2005-08-23 02:30:23,2,92.75,1,Family,46
135,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,474,Dustin Gillette,Netherlands,Emmen,92.75,25,2005-06-16 17:39:39,2006-02-14 15:16:03,4,92.75,1,Family,242
136,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,489,Ricardo Meador,Japan,Okayama,91.81,19,2005-06-16 06:58:02,2005-08-23 20:12:17,3,91.81,1,Family,68
137,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,233,Lillie Kim,Egypt,Idfu,89.77,23,2005-06-17 10:58:53,2005-08-23 15:03:58,3,89.77,1,Family,67
138,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,545,Julio Noland,Ukraine,Konotop,84.81,19,2005-06-17 20:48:30,2005-08-23 20:41:09,3,84.81,1,Family,66
139,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,88,Bonnie Hughes,South Korea,Cheju,84.8,20,2005-06-15 18:30:00,2005-08-23 17:13:01,3,84.8,1,Family,68
140,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,534,Christian Jung,India,Amroha,81.78,22,2005-06-16 06:36:33,2006-02-14 15:16:03,4,81.78,1,Family,243
141,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,521,Roland South,China,Yingkou,80.77,23,2005-06-16 17:49:57,2006-02-14 15:16:03,4,80.77,1,Family,242
142,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,94,Norma Gonzales,Philippines,Bislig,71.81,19,2005-06-15 03:14:05,2006-02-14 15:16:03,4,71.81,1,Family,244
143,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,369,Fred Wheat,Mexico,Jurez,69.79,21,2005-06-15 03:44:25,2006-02-14 15:16:03,4,69.79,1,Family,244
144,5,African Egg,Family,3,11,47.89,2006-02-14 15:16:03,6.0,4.353636363636364,525,Adrian Clary,Italy,Udine,68.82,18,2005-06-16 18:12:54,2006-02-14 15:16:03,4,68.82,1,Family,242
145,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,236,Marcia Dean,Philippines,Tanza,166.61,39,2005-06-15 06:54:53,2006-02-14 15:16:03,4,166.61,1,Foreign,244
146,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,403,Mike Way,India,Valparai,162.67,33,2005-06-15 03:35:16,2005-08-22 23:27:43,3,162.67,1,Foreign,68
147,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,204,Rosemary Schmidt,Turkey,Usak,134.69,31,2005-06-15 10:49:17,2005-08-22 23:48:56,3,134.69,1,Foreign,68
148,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,349,Joe Gilliland,Philippines,Imus,133.72,28,2005-06-15 01:42:46,2006-02-14 15:16:03,4,133.72,1,Foreign,244
149,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,380,Russell Brinson,Poland,Tychy,132.65,35,2005-06-17 02:03:22,2005-08-23 12:33:00,3,132.65,1,Foreign,67
150,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,168,Regina Berry,China,Jinchang,129.68,32,2005-06-15 03:38:49,2006-02-14 15:16:03,4,129.68,1,Foreign,244
151,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,114,Grace Ellis,Germany,Duisburg,126.7,30,2005-06-17 15:36:12,2006-02-14 15:16:03,4,126.7,1,Foreign,241
152,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,482,Maurice Crawley,Mexico,Coatzacoalcos,125.74,26,2005-06-20 12:49:55,2005-08-23 16:42:53,3,125.74,1,Foreign,64
153,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,27,Shirley Allen,Philippines,Davao,123.7,30,2005-06-15 10:11:42,2005-08-22 10:00:04,3,123.7,1,Foreign,67
154,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,473,Jorge Olivares,Indonesia,Lhokseumawe,122.69,31,2005-06-16 16:54:03,2005-08-23 21:46:47,3,122.69,1,Foreign,68
155,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,356,Gerald Fultz,India,Satna,116.71,29,2005-06-15 16:59:46,2005-08-23 12:47:16,3,116.71,1,Foreign,68
156,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,446,Theodore Culp,India,Uluberia,109.72,28,2005-06-18 04:59:48,2005-08-23 19:10:32,3,109.72,1,Foreign,66
157,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,334,Raymond Mcwhorter,Azerbaijan,Sumqayit,108.75,25,2005-07-06 08:11:48,2006-02-14 15:16:03,3,108.75,1,Foreign,223
158,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,418,Jeff East,Dominican Republic,San Felipe de Puerto Plata,107.7,30,2005-06-19 20:32:19,2005-08-23 19:21:22,3,107.7,1,Foreign,64
159,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,289,Violet Rodriquez,Hong Kong,Kowloon and New Kowloon,104.76,24,2005-07-06 04:29:13,2005-08-22 05:03:59,2,104.76,1,Foreign,47
160,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,580,Ross Grey,Philippines,Iligan,98.74,26,2005-06-15 20:52:36,2005-08-23 18:54:32,3,98.74,1,Foreign,68
161,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,562,Wallace Slone,Nigeria,Sokoto,97.78,22,2005-06-17 11:24:57,2005-08-23 17:16:30,3,97.78,1,Foreign,67
162,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,581,Virgil Wofford,Mexico,Jos Azueta,97.75,25,2005-06-17 08:52:01,2005-08-23 14:05:37,3,97.75,1,Foreign,67
163,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,352,Albert Crouse,Cameroon,Bamenda,96.78,22,2005-06-15 21:58:00,2006-02-14 15:16:03,4,96.78,1,Foreign,243
164,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,22,Laura Rodriguez,Morocco,Sal,94.81,19,2005-06-21 17:18:01,2006-02-14 15:16:03,4,94.81,1,Foreign,237
165,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,161,Geraldine Perkins,Israel,Tel Aviv-Jaffa,94.76,24,2005-06-17 01:02:00,2005-08-22 23:55:51,3,94.76,1,Foreign,66
166,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,321,Kevin Schuler,Nepal,Birgunj,93.83,17,2005-07-06 19:24:55,2005-08-23 16:56:14,2,93.83,1,Foreign,47
167,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,261,Deanna Byrd,Philippines,Tuguegarao,90.78,22,2005-06-16 17:48:37,2005-08-22 23:08:46,3,90.78,1,Foreign,67
168,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,361,Lawrence Lawton,Cameroon,Yaound,89.71,29,2005-06-18 12:53:25,2006-02-14 15:16:03,4,89.71,1,Foreign,241
169,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,17,Donna Thompson,Russian Federation,Elista,87.82,18,2005-06-18 00:17:58,2005-08-23 12:41:38,3,87.82,1,Foreign,66
170,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,305,Richard Mccrary,United States,Arlington,87.8,20,2005-07-07 14:22:45,2005-08-23 06:59:07,2,87.8,1,Foreign,46
171,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,597,Freddie Duggan,Peru,Sullana,87.77,23,2005-06-18 14:59:39,2006-02-14 15:16:03,4,87.77,1,Foreign,241
172,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,228,Allison Stanley,Cambodia,Phnom Penh,86.75,25,2005-06-18 06:59:51,2006-02-14 15:16:03,4,86.75,1,Foreign,241
173,6,Agent Truman,Foreign,6,19,111.81,2005-08-21 16:03:01,3.0,5.884736842105263,437,Randall Neumann,Dominican Republic,La Romana,85.8,20,2005-06-18 04:23:54,2005-08-22 07:52:18,3,85.8,1,Foreign,65
